SESSION; TIME;RPM;THROT;WATER;AIR;MAP;LAMB;L U SP;R U SP;L D SP;R D SP;ADV;SHIF A;A1 VAL;A2 VAL;A3 VAL;

41 ;0:00,10 ;0 ;0 ;23;25;43;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:00,20 ;0 ;0 ;23;25;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:00,30 ;0 ;0 ;23;25;41;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:00,40 ;2854 ;0 ;23;25;33;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:00,50 ;3263 ;0 ;23;25;30;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:00,60 ;3365 ;0 ;23;25;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:00,70 ;3287 ;0 ;23;25;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:00,80 ;3121 ;0 ;23;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:00,90 ;3035 ;0 ;23;25;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,00 ;2890 ;0 ;23;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,10 ;2898 ;0 ;23;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,20 ;2975 ;0 ;23;25;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,30 ;2858 ;0 ;23;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,40 ;2801 ;0 ;23;25;30;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,50 ;2890 ;0 ;23;25;30;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,60 ;2856 ;0 ;23;25;30;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,70 ;2793 ;0 ;23;24;30;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,80 ;2613 ;0 ;23;24;30;0,514 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:01,90 ;2310 ;0 ;23;24;30;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,00 ;2188 ;0 ;23;24;30;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,10 ;1923 ;0 ;23;24;32;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,2 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,20 ;1856 ;0 ;23;24;34;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,8 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,30 ;1643 ;0 ;23;25;36;0,514 ;0,0 ;0,0 ;0,0 ;0,0 ;16,8 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,40 ;1476 ;0 ;23;25;38;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;17,7 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,50 ;1286 ;9 ;23;25;39;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,60 ;1410 ;12 ;23;25;41;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,70 ;1181 ;12 ;23;25;42;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,80 ;1027 ;12 ;23;25;41;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:02,90 ;848 ;12 ;23;25;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;28,4 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,00 ;787 ;12 ;23;25;43;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;27,8 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,10 ;511 ;12 ;23;25;43;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;25,1 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,20 ;937 ;12 ;23;25;42;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;29,3 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,30 ;1018 ;12 ;23;25;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,40 ;1006 ;12 ;23;25;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,50 ;1144 ;12 ;23;25;42;0,514 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,60 ;942 ;12 ;23;25;42;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;29,4 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,70 ;891 ;12 ;23;25;42;0,513 ;0,0 ;0,0 ;0,0 ;0,0 ;28,9 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,80 ;958 ;12 ;23;25;42;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;29,5 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:03,90 ;1037 ;14 ;23;25;42;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,00 ;972 ;16 ;23;25;43;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;29,7 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,10 ;1010 ;16 ;23;25;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;29,1 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,20 ;1105 ;18 ;23;25;42;0,513 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,30 ;1292 ;20 ;23;25;42;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,40 ;1163 ;20 ;23;25;43;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,50 ;1197 ;20 ;23;25;43;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,60 ;1290 ;22 ;23;25;42;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,70 ;1357 ;23 ;23;25;42;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,80 ;1586 ;24 ;23;25;42;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:04,90 ;1462 ;24 ;23;25;42;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,00 ;1188 ;24 ;23;25;43;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,10 ;1433 ;24 ;23;25;43;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,20 ;1521 ;24 ;23;25;42;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,30 ;1403 ;24 ;23;25;42;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,40 ;1592 ;26 ;23;25;42;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,50 ;1734 ;32 ;23;25;43;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,60 ;1349 ;34 ;23;25;43;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,70 ;1589 ;36 ;23;25;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,80 ;1610 ;38 ;23;25;43;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:05,90 ;1304 ;39 ;23;25;43;0,513 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,00 ;1663 ;43 ;23;25;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,10 ;1826 ;47 ;23;25;43;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,20 ;1635 ;47 ;23;25;43;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,30 ;1548 ;47 ;23;25;43;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,40 ;1553 ;47 ;23;25;43;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,50 ;1594 ;51 ;23;25;43;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,60 ;1126 ;56 ;23;25;43;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,70 ;769 ;56 ;23;25;43;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;24,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,80 ;891 ;55 ;23;25;43;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;27,1 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:06,90 ;1467 ;55 ;23;25;43;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,00 ;1698 ;54 ;23;25;43;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,10 ;1882 ;54 ;23;25;43;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,20 ;1569 ;54 ;23;25;43;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,30 ;1635 ;53 ;23;25;43;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,40 ;2052 ;53 ;23;25;43;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,50 ;1876 ;50 ;23;25;43;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,60 ;1866 ;47 ;23;25;43;0,513 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,70 ;1880 ;45 ;23;25;43;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,80 ;2091 ;42 ;23;25;42;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:07,90 ;2188 ;37 ;23;25;42;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,00 ;1876 ;34 ;23;25;42;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,10 ;2416 ;34 ;23;25;41;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,20 ;2224 ;34 ;23;25;41;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,30 ;2118 ;27 ;23;25;41;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,40 ;2497 ;29 ;23;25;40;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,50 ;2497 ;32 ;23;25;41;0,503 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,60 ;2209 ;28 ;23;25;41;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,70 ;2583 ;26 ;23;25;40;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,80 ;2825 ;21 ;23;25;39;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:08,90 ;3761 ;15 ;23;25;35;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;30,0 ;0 ;0,0 ;0,0 ;0,0 ;
41 ;0:09,00 ;5182 ;9 ;23;25;30;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;56,4 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,10 ;0 ;0 ;23;26;43;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,20 ;0 ;0 ;23;26;43;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;0,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,30 ;1599 ;0 ;23;26;40;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;17,1 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,40 ;1631 ;0 ;23;26;39;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;16,9 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,50 ;1600 ;0 ;23;26;38;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;17,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,60 ;1595 ;0 ;23;25;38;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;17,1 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,70 ;1815 ;0 ;23;25;38;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;16,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,80 ;1925 ;0 ;23;25;38;0,513 ;0,0 ;0,0 ;0,0 ;0,0 ;15,4 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:09,90 ;2137 ;0 ;23;25;36;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,00 ;2206 ;0 ;23;25;34;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,10 ;2516 ;0 ;23;25;32;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,20 ;2809 ;1 ;23;25;30;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;17,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,30 ;3024 ;1 ;23;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;17,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,40 ;2890 ;1 ;23;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;17,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,50 ;3063 ;1 ;23;25;30;0,513 ;0,0 ;0,0 ;0,0 ;0,0 ;17,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,60 ;2963 ;2 ;23;25;30;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,70 ;2921 ;2 ;23;25;30;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,80 ;2865 ;1 ;23;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;17,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:10,90 ;2765 ;1 ;23;25;30;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;17,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,00 ;2934 ;1 ;23;25;30;0,513 ;0,0 ;0,0 ;0,0 ;0,0 ;17,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,10 ;2910 ;2 ;23;25;30;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,20 ;2982 ;3 ;23;25;30;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;22,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,30 ;3077 ;3 ;23;25;30;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;22,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,40 ;3088 ;3 ;23;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;22,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,50 ;3215 ;3 ;23;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;22,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,60 ;3249 ;4 ;23;25;30;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;25,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,70 ;3344 ;6 ;23;25;30;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;28,3 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,80 ;3732 ;6 ;23;25;30;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;28,3 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:11,90 ;4326 ;8 ;23;25;30;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;33,9 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,00 ;4755 ;5 ;23;25;30;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;38,6 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,10 ;4563 ;0 ;23;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;22,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,20 ;3846 ;0 ;23;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,30 ;3193 ;2 ;23;25;30;0,501 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,40 ;2340 ;3 ;23;24;30;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;22,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,50 ;2164 ;4 ;23;24;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;25,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,60 ;2372 ;4 ;23;24;32;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;25,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,70 ;2841 ;4 ;23;24;31;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;25,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,80 ;3223 ;3 ;23;25;30;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;22,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:12,90 ;3247 ;2 ;23;25;30;0,507 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,00 ;3308 ;2 ;23;25;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,10 ;3254 ;2 ;23;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,20 ;2978 ;2 ;23;25;30;0,505 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,30 ;3063 ;2 ;23;25;30;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,40 ;3014 ;2 ;23;25;30;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,50 ;3038 ;2 ;23;25;30;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;20,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,60 ;3019 ;1 ;23;25;30;0,504 ;0,0 ;0,0 ;0,0 ;0,0 ;17,5 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,70 ;2967 ;0 ;23;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,80 ;2851 ;0 ;23;25;30;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:13,90 ;2872 ;0 ;23;25;30;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,00 ;2787 ;0 ;23;25;30;0,508 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,10 ;2664 ;0 ;24;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,20 ;2511 ;0 ;24;25;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,30 ;2420 ;0 ;24;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,40 ;2420 ;0 ;24;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,50 ;2419 ;0 ;24;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,60 ;2440 ;0 ;24;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,70 ;2530 ;0 ;24;25;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,80 ;2579 ;0 ;24;25;30;0,509 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:14,90 ;2550 ;0 ;24;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,00 ;2547 ;0 ;24;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,10 ;2550 ;0 ;24;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,20 ;2499 ;0 ;24;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,30 ;2459 ;0 ;24;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,40 ;2430 ;0 ;24;25;30;0,500 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,50 ;2450 ;0 ;24;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,60 ;2419 ;0 ;24;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,70 ;2463 ;0 ;24;25;30;0,506 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,80 ;2426 ;0 ;24;25;30;0,502 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:15,90 ;2451 ;0 ;24;25;30;0,510 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:16,00 ;2461 ;0 ;24;25;30;0,511 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
44 ;0:16,10 ;2363 ;0 ;24;25;30;0,512 ;0,0 ;0,0 ;0,0 ;0,0 ;15,0 ;0 ;0,0 ;0,0 ;0,0 ;
